Stocks,Category,MachineType,InventoryTypeSH,CategorySH,Year,Make,ManufacturerSH,Model,ModelSH,Hours,Condition,Seller,PurchCity,PurchState,DaggerLocation,DatePurchased,PurchPrice, EstFreight , EstLabor , EstParts , EstSalePrice , EstTotalCost , EstProfit ,DateSold,Buyback, Freight , Labor , Parts , TotalRepairCost , ListingFees , BuybackFee ,TotalFees, TotalCOGS ,SaleType, SalePrice ,Profit,ProfitNoLabor,Turnover,ROI,,Collab,Jared,Dustin,Quinn,Nash,Gifford,Bunde,Chris,Ethan,Wes,Korey,(Numbers added since switching back to individual),Notes,AuctionEnd,ClosingTime
1518,Construction,Skidder,Construction_Equipment,Forestry Equipment - Skidders,2012,JD,DEERE,848H,848H,,3,Ritchie Bros Salvage,Deer Lodge,MT,"Fargo, ND",3/30/2022,17050.00,2600.00,5000.00,,33000,24650,8350,7/20/2022,,2600.00,3121.50,,3121.50,495.00,,495.00,23266.50,Auction,20520.00,-2746.50,375.00,112.00,-0.12,-11.80,2,1,,,,,1,,,,,,,,
1519,Agriculture,Tractor,Agricultural_Equipment,Tractors - 175 HP to 299 HP,2001,John Deere,JOHN DEERE,7810,7810,,,MacFadden & Sons,Sharon Springs,NY,"Fargo, ND",3/30/2022,33000.00,5500.00,,,40000,38500,1500,5/4/2022,,4400.00,1573.50,3737.86,5311.36,866.00,,866.00,43577.36,Auction,46764.00,3186.64,4760.14,35.00,0.07,7.31,1,,,,,,,,1,,,,,,
1520,Agriculture,Tractor,Agricultural_Equipment,Tractors - 300 HP or Greater,,Challenger,CHALLENGER,MT765B,MT765B,,,North Texas Auction (EF),Floydada,TX,"Fargo, ND",3/26/2022,51250.00,4300.00,3000.00,,80000,58550,21450,4/27/2022,,4300.00,6213.00,1401.42,7614.42,1648.00,,1648.00,64812.42,Auction,88992.00,24179.58,30392.58,32.00,0.37,37.31,1,,,,1,,,,,,,,,,
1521,Construction,Telehandler,Construction_Equipment,Lifts - Telehandlers,2000,Case,CASE,688G,688G,,,Ritchie Bros,Morris,IL,"Fargo, ND",3/30/2022,21200.00,1225.00,,,35000,22425,12575,4/21/2022,,1225.00,367.75,,367.75,495.00,,495.00,23287.75,Retail,28000.00,4712.25,5080.00,22.00,0.20,20.23,1,,,,,,,1,,,,,,,
1522,Construction,Wheel Loader,Construction_Equipment,Wheel Loaders,2003,Caterpillar,CATERPILLAR,938G Series II,938G II,,,Ritchie Bros,South Vienna,OH,"Fargo, ND",3/30/2022,34076.25,4500.00,,,50000,38576.25,11423.75,5/18/2022,,4500.00,4783.50,766.13,5549.63,595.00,,595.00,44720.88,Auction,37368.00,-7352.88,-2569.38,49.00,-0.16,-16.44,1,,,,,,,1,,,,,,,
1523,Others,Tires,,,,Qty of 20 - 20.5R25 Tire,,,,,,Ritchie Bros,Morris,IL,"Fargo, ND",3/30/2022,11550.00,1225.00,,,,12775,  ,,,1225.00,  ,,,,,,12775.00,,  ,,,,,,1,,,,,,,,1,,,,PARTS,,
1524,Agriculture,Tractor,Agricultural_Equipment,Tractors - 100 HP to 174 HP,1998,New Holland,NEW HOLLAND,TV140,TV140,,,BigIron,Eddyville,NE,"Fargo, ND",3/30/2022,30751.00,2000.00,2000.00,,45000,34751,10249,4/4/2022,1,2000.00,729.00,285.00,1014.00,,595.00,595.00,34360.00,Retail,38000.00,3640.00,4369.00,5.00,0.11,10.59,1,,,,,1,,,,,,,,,
1525,Construction,Wheel Loader,Construction_Equipment,Wheel Loaders,2003,Case,CASE,521D,521D,,,Mitzel & Sons,Aberdeen,SD,"Fargo, ND",3/30/2022,31300.00,,,,,31300,  ,6/15/2022,,800.00,586.50,63.75,650.25,,,,32750.25,,28170.00,-4580.25,-3993.75,77.00,-0.14,-13.99,3,,1,,,,1,1,,,,,,,
1526,Construction,Wheel Loader,Construction_Equipment,Wheel Loaders,2006,Caterpillar,CATERPILLAR,938G,938G II,,,Ritchie Bros,South Vienna,OH,"Fargo, ND",3/30/2022,38794.50,4500.00,5000.00,,60000,48294.5,11705.5,6/1/2022,,4500.00,3787.50,1190.56,4978.06,804.00,,804.00,49076.56,Auction,43416.00,-5660.56,-1873.06,63.00,-0.12,-11.53,2,1,,,,,,1,,,,,,,
1527,Agriculture,Sprayer,Agricultural_Equipment,Chemical Applicators - Sprayers - Self Propelled,2011,Apache,APACHE,AS720,AS720,,,J Star Equipment,Greenwich,OH,"Fargo, ND",3/30/2022,51100.00,3300.00,1000.00,,65000,55400,9600,7/13/2022,1,3300.00,5250.00,2609.53,7859.53,1070.00,1026.00,2096.00,64355.53,Auction,57780.00,-6575.53,-1325.53,105.00,-0.10,-10.22,1,,,,1,,,,,,,,,,
1528,Construction,Wheel Loader,Construction_Equipment,Wheel Loaders,2015,Kawasaki,KAWASAKI,70Z7,70Z7,,,Joey Martin (EF),Alvord,TX,"Dallas, TX",3/30/2022,44800.00,750.00,,,60000,45550,14450,4/27/2022,,750.00,1000.00,,1000.00,1104.00,,1104.00,47654.00,Auction,59616.00,11962.00,12962.00,28.00,0.25,25.10,1,,,,,1,,,,,,,,,
1529,Construction,Excavator,Construction_Equipment,Excavators - Crawler,2016,Bobcat,BOBCAT,E85 Mini,E85,359,,IronPlanet,St. Augustine,FL,"Fargo, ND",4/4/2022,50590.13,4000.00,,,60000,54590.13,5409.87,5/11/2022,,2300.00,1308.00,,1308.00,962.00,,962.00,55160.13,Auction,51948.00,-3212.13,-1904.13,37.00,-0.06,-5.82,1,,,,,,,1,,,,,,,
1530,Construction,Skidsteer,Construction_Equipment,Skid Steers - Track,2017,Caterpillar,CATERPILLAR,299D2XHP,299D2 XHP,,,IronPlanet,Belden,MS,"Hurricane Mills, TN",4/4/2022,49279.50,600.00,,,55000,49879.5,5120.5,5/4/2022,,600.00,150.00,,150.00,944.00,,944.00,50973.50,Auction,50976.00,2.50,152.50,30.00,,,1,,,,,,,1,,,,,,,
1531,Agriculture,Header,Agricultural_Equipment,Harvesters - Headers - Platform,2017,John Deere,JOHN DEERE,640FD,640FD,,,Ritchie Bros,Rosetown,"SK, Canada","Fargo, ND",4/5/2022,47349.58,1700.00,,,57500,49049.58,8450.42,5/4/2022,,1700.00,30.00,,30.00,1144.00,,1144.00,50223.58,Auction,61776.00,11552.42,11582.42,29.00,0.23,23.00,1,,,,,1,,,,,,,,,
1532,Agriculture,Tractor,Agricultural_Equipment,Tractors - 100 HP to 174 HP,,John Deere,JOHN DEERE,4450,4450,,,JBS Auctions,Fruitland,ID,"Fargo, ND",4/4/2022,15750.00,3150.00,,,30000,18900,11100,4/25/2022,,3150.00,4975.50,1218.97,6194.47,,,,25094.47,Retail,36000.00,10905.53,15881.03,21.00,0.43,43.46,1,,1,,,,,,,,,,,,
1533,Construction,Wheel Loader,Construction_Equipment,Wheel Loaders,2019,Wacker Neuson,WACKER NEUSON,WL38,WL38,,,DPA,Cash,AR,"Fargo, ND",4/7/2022,24570.00,2300.00,5000.00,,40000,31870,8130,6/1/2022,,596.75,1725.00,650.76,2375.76,786.00,,786.00,28328.51,Auction,42444.00,14115.49,15840.49,55.00,0.50,49.83,2,,,,,,1,1,,,,,,,
1534,Agriculture,Spreader,Agricultural_Equipment,Chemical Applicators - Fertilizer Applicators - Dry,2008,John Deere,JOHN DEERE,4930,4930,,,McGrew Equipment Company (EF),Seven Valleys,PA,"Fargo, ND",4/7/2022,71900.00,6000.00,2000.00,,95000,79900,15100,5/4/2022,,5000.00,3393.00,260.56,3653.56,2146.00,,2146.00,82699.56,Auction,115884.00,33184.44,36577.44,27.00,0.40,40.13,1,1,,,,,,,,,,,,,
1535,Construction,Backhoe,Construction_Equipment,Loader Backhoes,2012,New Holland,NEW HOLLAND,B95C,B95C,,,JJ Kane,Birmingham,AL,"Hurricane Mills, TN",4/7/2022,20170.00,1500.00,2000.00,,35000,23670,11330,5/4/2022,,800.00,975.00,,975.00,595.00,,595.00,22540.00,Auction,31428.00,8888.00,9863.00,27.00,0.39,39.43,1,,1,,,,,,,,,,,,
1536,Trucks,Heavy Duty,Trucks,Heavy Duty Trucks - Winch / Oil Field Trucks,2000,Oshkosh,OSHKOSH,M1070,M1070,,,GovPlanet,Doyle,CA,"Fargo, ND",4/6/2022,38610.00,5000.00,3000.00,,50000,46610,3390,9/28/2022,,7284.25,331.50,,331.50,595.00,,595.00,46820.75,Auction,29592.00,-17228.75,-16897.25,175.00,-0.37,-36.80,2,,,,1,,,,1,,,,,,
1537,Agriculture,Tractor,Agricultural_Equipment,Tractors - 175 HP to 299 HP,1998,John Deere,JOHN DEERE,7810,7810,,,Tom Klumpp Equipment,Basile,LA,"Fargo, ND",4/10/2022,31500.00,5000.00,,,40000,36500,3500,6/1/2022,,2300.00,1387.00,1725.26,3112.26,802.00,,802.00,37714.26,Auction,43308.00,5593.74,6980.74,52.00,0.15,14.83,2,,,,,,1,1,,,,,,,
1538,Agriculture,Tractor,Agricultural_Equipment,Tractors - 40 HP to 99 HP,2012,New Holland,NEW HOLLAND,TD5050,TD5050,,,IAAI,Austin,TX,"Dallas, TX",4/12/2022,29255.50,800.00,1000.00,,39000,31055.5,7944.5,6/23/2022,,550.00,1000.00,,1000.00,595.00,,595.00,31400.50,Auction,30672.00,-728.50,271.50,72.00,-0.02,-2.32,1,,,,,1,,,,,,,,,
1539,Agriculture,Tractor,Agricultural_Equipment,Tractors - 175 HP to 299 HP,1990,Case IH,CASE IH,7130,7130,,,Ritchie Bros,Brandon,"MB, Canada","Fargo, ND",4/12/2022,24849.45,1800.00,1000.00,,32000,27649.45,4350.55,6/15/2022,,2100.00,3373.50,203.93,3577.43,595.00,,595.00,31121.88,Auction,27540.00,-3581.88,-208.38,64.00,-0.12,-11.51,2,,,,,,1,1,,,,,,,
1540,Construction,Excavator,Construction_Equipment,Excavators - Crawler,2018,Liebherr,LIEBHERR,R914,R914 COMPACT,,,IronPlanet,Davie,FL,"Fargo, ND",4/21/2022,83638.00,,,,150000,83638,66362,8/24/2022,1,6000.00,3642.00,3793.88,7435.88,2156.00,1234.00,3390.00,100463.88,Auction,116424.00,15960.12,19602.12,125.00,0.16,15.89,2,,,,,,1,1,,,,,,,
1541,Construction,Boom Lift,Construction_Equipment,Lifts - Boom Lifts - Articulating,2010,JLG,JLG,800A,800A,,,IronPlanet,Las Vegas,NV,"Fargo, ND",4/21/2022,16200.00,,,,24000,16200,7800,6/1/2022,,4200.00,1725.00,104.00,1829.00,595.00,,595.00,22824.00,Auction,27432.00,4608.00,6333.00,41.00,0.20,20.19,1,,,,,1,,,,,,,,,
1542,Agriculture,Tractor,Agricultural_Equipment,Tractors - 175 HP to 299 HP,2008,Case IH,CASE IH,Magnum 275,MAGNUM 275,,,Rebel Auction (EF),Hazelhurst,GA,"Fargo, ND",4/21/2022,47600.00,,,,55000,47600,7400,5/25/2022,,3500.00,2050.50,1733.05,3783.55,1178.00,,1178.00,56061.55,Auction,63612.00,7550.45,9600.95,34.00,0.13,13.47,1,,,,,,,1,,,,,,,
1543,Agriculture,Tractor,Agricultural_Equipment,Tractors - 100 HP to 174 HP,,John Deere,JOHN DEERE,7410,7410,,,Rebel Auction (EF),Hazelhurst,GA,"Fargo, ND",4/21/2022,27600.00,,,,35000,27600,7400,5/25/2022,,3500.00,645.00,2999.00,3644.00,702.00,,702.00,35446.00,Auction,37908.00,2462.00,3107.00,34.00,0.07,6.95,1,,,,,,,,1,,,,,,
1544,Construction,Wheel Loader,Construction_Equipment,Wheel Loaders,2015,Kawasaki,KAWASAKI,85Z7,85Z7,,,Rebel Auction (EF),Hazelhurst,GA,"Hurricane Mills, TN",4/21/2022,33600.00,,,,45000,33600,11400,5/18/2022,,2300.00,450.00,,450.00,595.00,,595.00,36945.00,Auction,34776.00,-2169.00,-1719.00,27.00,-0.06,-5.87,1,,,,,,,,1,,,,,,
1545,Agriculture,Tractor,Agricultural_Equipment,Tractors - 175 HP to 299 HP,,Case IH,CASE IH,MX200,MX200,,,Five Star Equipment (AT),Sardis,MS,"Fargo, ND",4/21/2022,30975.00,,,,45000,30975,14025,6/1/2022,,3500.00,2250.00,41.75,2291.75,595.00,,595.00,37361.75,Auction,36396.00,-965.75,1284.25,41.00,-0.03,-2.58,1,,1,,,,,,,,,,,,
1546,Construction,Dozer,Construction_Equipment,Dozers - Crawler,2019,Deere,DEERE,700K,700K,,,JR Enterprises,Farley,IA,"Fargo, ND",4/21/2022,56062.50,,,,65000,56062.5,8937.5,,1,3080.59,  ,,,,1060.00,1060.00,60203.09,,  ,,,,,,2,,,,,,,1,1,,,,ASSET,,
1547,Agriculture,Header,Agricultural_Equipment,Harvesters - Headers - Row Crop,2018,John Deere,JOHN DEERE,712C,712C,,,BigIron,Rexford,KS,"Fargo, ND",4/21/2022,41000.00,,,,50000,41000,9000,5/18/2022,,1400.00,   ,,,1006.00,,1006.00,43406.00,Auction,54324.00,10918.00,10918.00,27.00,0.25,25.15,2,,,,,,1,1,,,,,,,
1548,Others,Light Duty,Trucks,Light Duty Trucks - Miscellaneous Trucks,2002,AM General,AM GENERAL,M1123 HMMWV,HMMWV,,,GovPlanet,Yermo,CA,"Fargo, ND",4/25/2022,13665.00,,,,40000,13665,26335,10/12/2022,,1750.00,37.50,,37.50,395.00,,395.00,15847.50,Auction,16092.00,244.50,282.00,170.00,0.02,1.54,1,,,,,,,,1,,,,,,
1549,Others,Tires,,,,Michelin,,16 tires,,,,GovPlanet,Doyle,CA,"Fargo, ND",4/21/2022,3795.00,,,,,3795,  ,,,2800.00,  ,,,,,,6595.00,,  ,,,,,,1,,,,,,,,1,,,,PARTS,,
1550,Construction,Feller Buncher,Construction_Equipment,Forestry Equipment - Feller Bunchers - Track,2011,Deere,DEERE,903K Tracked Feller,903K,,,IronPlanet,Prince George,"BC, Canada",Off-Site,4/25/2022,39523.00,,,,40000,39523,477,9/7/2022,1,4387.50,   ,645.00,645.00,3600.00,495.00,4095.00,48650.50,Auction,36000.00,-12650.50,-12650.50,135.00,-0.26,-26.00,1,,,,1,,,,,,,,,,
1551,Construction,Wheel Loader,Construction_Equipment,Wheel Loaders,2006,Kawasaki,KAWASAKI,65Z V,65Z V,,,Bunch Brothers Auction,Louisville,KY,"Hurricane Mills, TN",4/26/2022,18025.00,,,,30000,18025,11975,5/25/2022,,1500.00,300.00,,300.00,495.00,,495.00,20320.00,Auction,20628.00,308.00,608.00,29.00,0.02,1.52,1,,,,,,,1,,,,,,,
1552,Agriculture,Tractor,Agricultural_Equipment,Tractors - 175 HP to 299 HP,,John Deere,JOHN DEERE,4850,4850,,,Bunch Brothers Auction,Louisville,KY,"Fargo, ND",4/26/2022,24720.00,,,,35000,24720,10280,6/8/2022,,1900.00,2775.00,391.05,3166.05,595.00,,595.00,30381.05,Auction,30348.00,-33.05,2741.95,43.00,0.00,-0.11,2,,,,,,1,1,,,,,,,
1553,Construction,Wheel Loader,Construction_Equipment,Wheel Loaders,2011,Deere,DEERE,544K ,544K,,,Jeff Martin Auctioneers,Gillsville,GA,"Hurricane Mills, TN",4/26/2022,48160.00,3500.00,1000.00,   ,65000,52660,12340,5/10/2022,,1800.00,  ,,,,,,49960.00,Retail,75000.00,25040.00,,14.00,0.50,50.12,1,1,,,,,,,,,,,,,
1554,Agriculture,Tractor,Agricultural_Equipment,Tractors - 175 HP to 299 HP,1992,John Deere,JOHN DEERE,8560,8560,,,BigIron,Humphrey,AR,"Fargo, ND",4/27/2022,15000.00,,,,30000,15000,15000,10/19/2022,2,4200.00,6560.50,3929.38,10489.88,495.00,990.50,1485.50,31175.38,Auction,22572.00,-8603.38,-2042.88,175.00,-0.28,-27.60,2,,,,,,1,1,,,,,,,
1555,Construction,Skidsteer,Construction_Equipment,Skid Steers - Track,2019,Bobcat,BOBCAT,T740,T740,,,AuctionTime,Weatherford,TX,"Fargo, ND",4/27/2022,36088.00,,,,45000,36088,8912,8/1/2022,1,2000.00,825.00,128.33,953.33,,595.00,595.00,39636.33,Retail,41000.00,1363.67,2188.67,96.00,0.03,3.44,2,,,,,,1,1,,,,,,,
1556,Trucks,Heavy Duty,Trucks,Heavy Duty Trucks - Winch / Oil Field Trucks,1994,Oshkosh,OSHKOSH,M1070 HET,M1070,,,GovPlanet,Doyle,CA,"Fargo, ND",4/27/2022,13900.00,5000.00,5000.00,3000.00,45000,26900,18100,7/15/2022,,6600.00,51.60,1875.00,1926.60,,,,22426.60,Retail,35933.00,13506.40,13558.00,79.00,0.60,60.22,1,,,,1,,,,,,,,,,
1557,Construction,Backhoe,Construction_Equipment,Loader Backhoes,2003,Deere,DEERE,310G,310G,,,IronPlanet,Columbus,OH,"Fargo, ND",4/28/2022,21700.00,,,,30000,21700,8300,6/8/2022,,2400.00,1575.00,,1575.00,495.00,,495.00,26170.00,Auction,25272.00,-898.00,677.00,41.00,-0.03,-3.43,1,,,,,,,1,,,,,,,
1558,Construction,Dozer,Construction_Equipment,Dozers - Crawler,2017,Caterpillar,CATERPILLAR,D3K2 LGP,D3K2 LGP,,,IronPlanet,Jonesboro,AR,"Fargo, ND",4/28/2022,55570.50,,,,85000,55570.5,29429.5,,,3200.00,9456.00,12327.72,21783.72,,,,80554.22,,  ,,,,,,1,,,,,,,,1,,,,ASSET,,
1559,Agriculture,Tractor,Agricultural_Equipment,Tractors - 175 HP to 299 HP,1988,John Deere,JOHN DEERE,4650,4650,,,AuctionTime,Sikeston,MO,"Fargo, ND",4/28/2022,20600.00,,,,30000,20600,9400,6/8/2022,,2750.00,712.50,205.00,917.50,595.00,,595.00,24862.50,Auction,30024.00,5161.50,5874.00,41.00,0.21,20.76,2,,,,,,1,1,,,,,,,
1560,Agriculture,Tractor,Agricultural_Equipment,Tractors - 175 HP to 299 HP,,Case IH,CASE IH,MX285,MX285,,,STA Auctioneers (EF),Midland,TX,"Dallas, TX",4/28/2022,34720.00,1500.00,1000.00,   ,45000,37220,7780,,3,1400.00,1000.00,,1000.00,,1685.00,1685.00,38805.00,,,,,,,,1,1,,,,,,,,,,,Schedule?,,
1561,Construction,Telehandler,Construction_Equipment,Lifts - Telehandlers,2012,Genie,GENIE,GTH844,GTH844,,,Powers Auction Service,Browntown,WI,"Fargo, ND",4/29/2022,28700.00,1200.00,1000.00,   ,40000,30900,9100,5/25/2022,,1500.00,894.00,390.21,1284.21,942.00,,942.00,32426.21,Auction,50868.00,18441.79,19335.79,26.00,0.57,56.87,1,,,,,,,1,,,,,,,
1562,Construction,Skidsteer,Construction_Equipment,Skid Steers - Track,2017,Caterpillar,CATERPILLAR,279D,279D,,,DPA,Hazen,AR,"Hurricane Mills, TN",5/3/2022,33600.00,1000.00,1000.00,   ,42500,35600,6900,6/1/2022,,600.00,900.00,30.00,930.00,734.00,,734.00,35864.00,Auction,39636.00,3772.00,4672.00,29.00,0.11,10.52,1,,,,,,,1,,,,,,,
1563,Construction,Telehandler,Construction_Equipment,Lifts - Telehandlers,1999,New Holland,NEW HOLLAND,LM430,LM430,,,AuctionTime,Aiken,SC,"Hurricane Mills, TN",5/4/2022,21528.00,,,,30000,21528,8472,6/8/2022,,1050.00,450.00,,450.00,495.00,,495.00,23523.00,Auction,24300.00,777.00,1227.00,35.00,0.03,3.30,1,,,,,,,1,,,,,,,
1564,Construction,Telehandler,Construction_Equipment,Lifts - Telehandlers,2016,Oshkosh,OSHKOSH,MMV 3,MMV3,,,GovPlanet,Murray,KY,"Fargo, ND",5/4/2022,71390.00,,,,90000,71390,18610,6/8/2022,,4500.00,1125.00,104.00,1229.00,1502.00,,1502.00,78621.00,Auction,81108.00,2487.00,3612.00,35.00,0.03,3.16,1,,,,,,,,1,,,,,,
1565,Agriculture,Tractor,Agricultural_Equipment,Tractors - 175 HP to 299 HP,1994,Case IH,CASE IH,7250,7250,,,BigIron,Crook,CO,"Fargo, ND",5/4/2022,32750.00,,,,40000,32750,7250,6/8/2022,,1600.00,2100.00,384.98,2484.98,595.00,,595.00,37429.98,Auction,36288.00,-1141.98,958.02,35.00,-0.03,-3.05,1,,,,,,1,,,,,,,,
1566,Agriculture,Spreader,Agricultural_Equipment,Chemical Applicators - Fertilizer Applicators - Dry,2008,Ag-Chem,AG-CHEM,1286C,ROGATOR 1286C,,,AuctionTime,Roca,NE,"Fargo, ND",5/4/2022,20100.00,,,,30000,20100,9900,7/26/2022,,,  ,,,,,,20100.00,Retail,28000.00,7900.00,,83.00,0.39,39.30,3,,,,,1,1,1,,,,,,,
1567,Agriculture,Tractor,Agricultural_Equipment,Tractors - 100 HP to 174 HP,,John Deere,JOHN DEERE,6400,6400,,,Schrader (EF),Auburn,IN,"Fargo, ND",5/5/2022,10250.00,2000.00,1000.00,   ,19500,13250,6250,7/6/2022,,800.00,7231.50,718.04,7949.54,495.00,,495.00,19494.54,Auction,19980.00,485.46,7716.96,62.00,0.02,2.49,2,,,,,,1,1,,,,,,,
1568,Construction,Telehandler,Construction_Equipment,Lifts - Telehandlers,2019,JCB,JCB,512.56F,512-56,,,SalvageSale,Olive Branch,MS,"Fargo, ND",5/5/2022,16776.10,5000.00,,,25000,21776.1,3223.9,9/27/2022,1,4450.00,396.00,,396.00,,395.00,395.00,22017.10,Retail,23000.00,982.90,1378.90,145.00,0.04,4.46,1,1,,,,,,,,,,,,,
1569,Construction,Skidsteer,Construction_Equipment,Skid Steers - Track,2017,Caterpillar,CATERPILLAR,289D,289D,,,AuctionTime,Martell,NE,"Fargo, ND",5/11/2022,36387.50,,,,42500,36387.5,6112.5,6/8/2022,,1750.00,812.50,51.64,864.14,830.00,,830.00,39831.64,Auction,44820.00,4988.36,5800.86,28.00,0.13,12.52,2,,,,,,1,1,,,,,,,
1570,Construction,Excavator,Construction_Equipment,Excavators - Crawler,,Link-Belt,LINK-BELT,210 LX,210 LX,,,AuctionTime,Glasgow,KY,"Dallas, TX",5/11/2022,19600.00,2500.00,1000.00,   ,35000,23100,11900,6/15/2022,,1300.00,750.00,20.00,770.00,495.00,,495.00,22165.00,Auction,21492.00,-673.00,77.00,35.00,-0.03,-3.04,1,,,,1,,,,,,,,,,
1571,Agriculture,Baler,Agricultural_Equipment,Hay and Forage Equipment - Round Balers,2020,New Holland,NEW HOLLAND,Roll-Belt 450 Utility Baler,ROLL-BELT 450 UTILITY,,,AuctionTime,Kemp,TX,"Dallas, TX",5/11/2022,14100.00,500.00,   ,   ,18000,14600,3400,6/22/2022,,475.00,1000.00,,1000.00,395.00,,395.00,15970.00,Auction,15120.00,-850.00,150.00,42.00,-0.05,-5.32,1,,,,,1,,,,,,,,,
1572,Agriculture,Tractor,Agricultural_Equipment,Tractors - 175 HP to 299 HP,,Ford,FORD,8770,8770,,,Rebel Auction (EF),Hazelhurst,GA,"Fargo, ND",5/12/2022,19100.00,,,,25000,19100,5900,6/15/2022,,2650.00,2596.50,483.72,3080.22,595.00,,595.00,25425.22,Auction,27216.00,1790.78,4387.28,34.00,0.07,7.04,2,,,,,,1,1,,,,,,,
1573,Agriculture,Tractor,Agricultural_Equipment,Tractors - 100 HP to 174 HP,,John Deere,JOHN DEERE,6430,6430,,,Rebel Auction (EF),Hazelhurst,GA,"Fargo, ND",5/12/2022,17600.00,,,,35000,17600,17400,6/15/2022,,2650.00,6088.50,1804.63,7893.13,595.00,,595.00,28738.13,Auction,32616.00,3877.87,9966.37,34.00,0.13,13.49,2,,,,,,1,1,,,,,,,
1574,Agriculture,Tractor,Agricultural_Equipment,Tractors - 175 HP to 299 HP,,John Deere,JOHN DEERE,4955,4955,,,Weeks Ocala,Ocala,FL,"Hurricane Mills, TN",5/13/2022,23145.00,,,,30000,23145,6855,6/30/2022,,2300.00,1650.00,1000.00,2650.00,595.00,,595.00,28690.00,Auction,35748.00,7058.00,8708.00,48.00,0.25,24.60,2,,,,,,1,1,,,,,,,
1575,Others,Boat,,,2004,Yamaha,,AR230,,,,ACV Auctions,Delaware,OH,"Fargo, ND",5/16/2022,7755.00,,,,15000,7755,7245,,,1967.25,  ,,,,,,9722.25,,  ,,,,,,2,,,,1,,,,1,,,,Ask Nash & Ethan,,
1580,Construction,Wheel Loader,Construction_Equipment,Wheel Loaders,2016,Caterpillar,CATERPILLAR,966M,966M,,,Ritchie Bros,Hidalgo,TX,"Fargo, ND",5/25/2022,96138.00,,,,150000,96138,53862,12/8/2022,2,8125.00,7450.50,15990.83,23441.33,,2732.00,2732.00,130436.33,RB Auction,131950.00,1513.67,8964.17,197.00,0.01,1.16,4,1,,,1,1,,1,,,,,Schedule?,,
1581,Agriculture,Sprayer,Agricultural_Equipment,Chemical Applicators - Sprayers - Self Propelled,2006,Case IH,CASE IH,Patriot 3320,PATRIOT 3320,,,Machinery Pete,Hugoton,KS,"Fargo, ND",5/19/2022,40250.00,,,,55000,40250,14750,6/15/2022,,3625.00,5533.50,139.28,5672.78,1026.00,,1026.00,50573.78,Auction,55404.00,4830.22,10363.72,27.00,0.10,9.55,1,,,,,,,1,,,,,,,
1583,Agriculture,Floater,Agricultural_Equipment,Chemical Applicators - Floaters,2013,Terragator,TERRAGATOR,7300 Dry,TG7300,,,DPA,Carlyle,IL,"Fargo, ND",5/18/2022,17967.00,,,,35000,17967,17033,8/29/2022,1,3500.00,5037.00,200.00,5237.00,495.00,495.00,990.00,27694.00,Auction,25812.00,-1882.00,3155.00,103.00,-0.07,-6.80,1,1,,,,,,,,,,,,,
1584,Agriculture,Swather,Agricultural_Equipment,Hay and Forage Equipment - Mower Conditioners/Windrowers - Self-Propelled,2009,John Deere,JOHN DEERE,4995,4995,,,HiBid,McArthur,CA,"Fargo, ND",5/18/2022,38000.00,,,,60000,38000,22000,6/15/2022,,7770.00,5202.00,163.31,5365.31,1438.00,,1438.00,52573.31,Auction,77652.00,25078.69,30280.69,28.00,0.48,47.70,1,1,,,,,,,,,,,,,
1585,Agriculture,Tractor,Agricultural_Equipment,Tractors - 100 HP to 174 HP,,New Holland,NEW HOLLAND,TS100,TS100,,,EF Lopatofsky Auction,Lebanon,PA,"Fargo, ND",5/23/2022,17355.00,,,,25000,17355,7645,8/1/2022,1,2250.00,1744.50,291.19,2035.69,,495.00,495.00,22135.69,Retail,21000.00,-1135.69,608.81,70.00,-0.05,-5.13,1,,,,,,,1,,,,,,,
1586,Agriculture,Tractor,Agricultural_Equipment,Tractors - 300 HP or Greater,1995,Caterpillar,CATERPILLAR,CH85C,CH85C,,,AuctionTime,Port Lavaca,TX,"Dallas, TX",5/23/2022,13780.00,,,,25000,13780,11220,6/23/2022,,2000.00,1000.00,,1000.00,495.00,,495.00,17275.00,Auction,16200.00,-1075.00,-75.00,31.00,-0.06,-6.22,1,,,,,,,,1,,,,,,
1587,Trucks,Other,Truck_Attachments,Truck / Trailer Components - Other,,Intercomp,INTERCOMP,MH300 Scale,MH300A TRUCK SCALES,,,GovPlanet,Saraland,AL,"Fargo, ND",5/23/2022,2880.75,,,,9000,2880.75,6119.25,12/29/2022,,200.00,   ,,,295.00,,295.00,3375.75,Auction,864.00,-2511.75,-2511.75,220.00,-0.74,-74.41,1,,,,,1,,,,,,,?,,
1589,Agriculture,Tractor,Agricultural_Equipment,Tractors - 300 HP or Greater,2002,John Deere,JOHN DEERE,8520T,8520T,,,AuctionTime,Moulton,AL,"Fargo, ND",5/19/2022,41000.00,,,,60000,41000,19000,6/15/2022,,4500.00,1218.00,,1218.00,976.00,,976.00,47694.00,Auction,52704.00,5010.00,6228.00,27.00,0.11,10.50,1,,,,,,,1,,,,,,,
1592,Construction,Wheel Loader,Construction_Equipment,Wheel Loaders,,Case,CASE,521D,521D,,,EF Frey & Sons Inc,Holland,OH,"Fargo, ND",5/23/2022,27300.00,,,,40000,27300,12700,6/29/2022,,2250.00,3111.00,15.25,3126.25,595.00,,595.00,33271.25,Auction,33588.00,316.75,3427.75,37.00,0.01,0.95,2,1,,,,,1,,,,,,,,
